id,name,address,city_id
1,London Marriott Hotel County Hall, County Hall Westminster Bridge Road Lambeth  SE1 7PB ,1
2,Hotel Arena, s Gravesandestraat 55 Oost 1092 AA  ,4
3,K K Hotel George,1 15 Templeton Place Earl s Court Kensington and Chelsea  SW5 9NB ,1
4,Apex Temple Court Hotel,1 2 Serjeant s Inn Fleet Street City of   EC4Y 1LL ,1
5,The Park Grand London Paddington,1 3 Queens Garden Westminster Borough  W2 3BA ,1
6,Monhotel Lounge SPA,1 3 Rue d Argentine 16th arr 75116  ,2
7,Kube Hotel Ice Bar,1 5 Passage Ruelle 18th arr 75018  ,2
8,The Principal London,1 8 Russell Square Camden  WC1B 5BE ,1
9,Park Plaza County Hall London,1 Addington Street Lambeth  SE1 7RY ,1
10,One Aldwych,1 Aldwych Westminster Borough  WC2B 4BZ ,1
11,Splendid Etoile,1 Avenue Carnot 17th arr 75017  ,2
12,Hotel Trianon Rive Gauche,1 Bis Rue De Vaugirard 6th arr 75006  ,2
13,InterContinental London Park Lane,1 Hamilton Place Park Lane Westminster Borough  W1J 7QY ,1
14,Novotel Suites Paris Nord 18 me,1 Impasse Marteau 18th arr 75018  ,2
15,Grand Royale London Hyde Park,1 Inverness Terrace Westminster Borough  W2 3JP ,1
16,Milestone Hotel Kensington,1 Kensington Court Kensington and Chelsea  W8 5DL ,1
17,Crowne Plaza London Kings Cross,1 Kings Cross Road Islington  WC1X 9HX ,1
18,Select Hotel,1 Place De La Sorbonne 5th arr 75005  ,2
19,H tel De Vend me,1 Place Vend me 1st arr 75001  ,2
20,Pullman Paris Centre Bercy,1 Rue De Libourne 12th arr 75012  ,2
21,Gardette Park Hotel,1 Rue Du G n ral Blaise 11th arr 75011  ,2
22,Hotel Panache,1 rue Geoffroy Marie 9th arr 75009  ,2
23,H tel des Ducs D Anjou,1 Rue Sainte Opportune 1st arr 75001  ,2
24,Hotel Scribe Paris Opera by Sofitel,1 Rue Scribe 9th arr 75009  ,2
25,Novotel London West,1 Shortlands Hammersmith and Fulham  W6 8DR ,1
26,Haymarket Hotel,1 Suffolk Place Westminster Borough  SW1Y 4HX ,1
27,Intercontinental London The O2,1 Waterview Drive Greenwich  SE10 0TW ,1
28,H tel Juliana Paris,10 12 rue Cognacq Jay 7th arr 75007  ,2
29,Hotel L Antoine,10 12 rue de Charonne 11th arr 75011  ,2
30,Belfast,10 avenue Carnot 17th arr 75017  ,2
31,Shangri La Hotel Paris,10 Avenue D I na 16th arr 75016  ,2
32,Mercure Paris Tour Eiffel Pont Mirabeau,10 Avenue Emile Zola 15th arr 75015  ,2
33,Knightsbridge Hotel,10 Beaufort Gardens Kensington and Chelsea  SW3 1PT ,1
34,The London EDITION,10 Berners Street Westminster Borough  W1T 3NP ,1
35,The Cranley Hotel,10 Bina Gardens South Kensington Kensington and Chelsea  SW5 0LA ,1
36,Hotel Le 10 BIS,10 Bis rue du D barcad re 17th arr 75017  ,2
37,The Nadler Soho,10 Carlisle Street Westminster Borough  W1D 3BR ,1
38,Grange St Paul s Hotel,10 Godliman Street City of   EC4V 5AJ ,1
39,The Ampersand Hotel,10 Harrington Road Kensington and Chelsea  SW7 3ER ,1
40,Covent Garden Hotel,10 Monmouth Street Camden  WC2H 9HB ,1
41,The Nadler Victoria,10 Palace Place Westminster Borough  SW1E 5BW ,1
42,Novotel London Tower Bridge,10 Pepys Street City of   EC3N 2NR ,1
43,Crowne Plaza Paris R publique,10 Place De La R publique 11th arr 75011  ,2
44,Le Metropolitan a Tribute Portfolio Hotel,10 Place De Mexico 16th arr 75016  ,2
45,Atala Champs Elys es,10 rue Chateaubriand 8th arr 75008  ,2
46,H tel de Jos phine BONAPARTE,10 rue d Ormesson 4th arr 75004  ,2
47,Maison Souquet,10 rue de Bruxelles 9th arr 75009  ,2
48,Hotel Tour d Auvergne Opera,10 Rue de la Tour d Auvergne 9th arr 75009  ,2
49,Le Senat,10 rue de Vaugirard 6th arr 75006  ,2
50,Windsor Opera,10 Rue Gabriel Laumain 10th arr 75010  ,2
51,Holiday Inn Paris Montparnasse Pasteur,10 rue Gager Gabillot 15th arr 75015  ,2
52,H tel Keppler,10 Rue Kepler 16th arr 75016  ,2
53,Les Plumes Hotel,10 rue Lamartine 9th arr 75009  ,2
54,Hotel des Tuileries Relais du Silence,10 rue Saint Hyacinthe 1st arr 75001  ,2
55,Bradford Elys es Astotel,10 rue Saint Philippe du Roule 8th arr 75008  ,2
56,W London Leicester Square,10 Wardour Street Leicester Square Westminster Borough  W1D 6QF ,1
57,The Victoria,10 West Temple Sheen  SW14 7RT ,1
58,Pullman London St Pancras,100 110 Euston Road Camden  NW1 2AJ ,1
59,Crowne Plaza London Kensington,100 Cromwell Road Kensington and Chelsea  SW7 4ER ,1
60,Doubletree by Hilton London Kensington,100 Queen s Gate Kensington and Chelsea  SW7 5AG ,1
61,Ace Hotel London Shoreditch,100 Shoreditch High Street Hackney  E1 6JQ ,1
62,Staybridge Suites London Vauxhall,100 Vauxhall Walk Lambeth  SE11 5AL ,1
63,The Grosvenor,101 Buckingham Palace Road Westminster Borough  SW1W 0SJ ,1
64,The Park Tower Knightsbridge a Luxury Collection Hotel,101 Knightsbridge Westminster Borough  SW1X 7RN ,1
65,Amp re,102 Avenue de Villiers 17th arr 75017  ,2
66,Melia Paris Champs Elys es,102 Avenue Victor Hugo 16th arr 75016  ,2
67,Le Parisis Paris Tour Eiffel,102 Bd De Grenelle 15th arr 75015  ,2
68,Thistle Kensington Gardens,104 Bayswater Rd Westminster Borough  W2 3HL ,1
69,Park Plaza Sherlock Holmes London,108 Baker Street Westminster Borough  W1U 6LJ ,1
70,Hilton Paris Opera,108 Rue Saint Lazare 8th arr 75008  ,2
71,The Kensington Hotel,109 113 Queen s Gate Kensington and Chelsea  SW7 5LR ,1
72,Holiday Inn London Stratford City,10a Chestnut Plaza Westfield Stratford City Olympic Park Newham  E20 1GL ,1
73,Staybridge Suites London Stratford,10b Chestnut Plaza Westfield Stratford City Olympic Park Newham  E20 1GL ,1
74,Shepherd s Bush Boutique Hotel,11 12 Poplar Mews Shepherd s Bush Hammersmith and Fulham  W12 7JS ,1
75,My Bloomsbury,11 13 Bayley Street Bedford Square Camden  WC1B 3HD ,1
76,Holiday Inn Paris Gare de Lyon Bastille,11 15 Rue De Lyon 12th arr 75012  ,2
77,H tel Chaplain Paris Rive Gauche,11 Bis Rue Jules Chaplain 6th arr 75006  ,2
78,H tel Regina Op ra Grands Boulevards,11 Bis rue Mazagran 10th arr 75010  ,2
79,11 Cadogan Gardens,11 Cadogan Gardens Sloane Square Kensington and Chelsea  SW3 2RJ ,1
80,The Wellesley Knightsbridge a Luxury Collection Hotel London,11 Knightsbridge Westminster Borough  SW1X 7LY ,1
81,Hotel Astor Saint Honor ,11 Rue d Astorg 8th arr 75008  ,2
82,Op ra Marigny,11 Rue de l Arcade 8th arr 75008  ,2
83,H tel Diva Opera,11 rue de Tr vise 9th arr 75009  ,2
84,Le Marcel,11 rue du 8 Mai 1945 10th arr 75010  ,2
85,H tel Duo,11 Rue Du Temple 4th arr 75004  ,2
86,H tel Le Marianne,11 rue Paul Baudry 8th arr 75008  ,2
87,The Rembrandt,11 Thurloe Place Knightsbridge Kensington and Chelsea  SW7 2RS ,1
88,Hotel Eden,110 rue Blomet 15th arr 75015  ,2
89,H tel de la Bourdonnais,111 avenue de la Bourdonnais 7th arr 75007  ,2
90,Ashburn Hotel,111 Cromwell Road Kensington and Chelsea  SW7 4DP ,1
91,Marlin Waterloo,111 Westminster Bridge Road Lambeth  SE1 7JD ,1
92,Best Western Premier Marais Grands Boulevards,112 boulevard de S bastopol 3rd arr 75003  ,2
93,Novotel London Waterloo,113 Lambeth Rd Lambeth  SE1 7LS ,1
94,The Athenaeum,116 Piccadilly Westminster Borough  W1J 7BJ ,1
95,Park International Hotel,117 129 Cromwell Road Kensington and Chelsea  SW7 4DS ,1
96,Lansbury Heritage Hotel,117 Poplar High Street Tower Hamlets  E14 0AE ,1
97,Le Dokhan s a Tribute Portfolio Hotel,117 Rue Lauriston 16th arr 75116  ,2
98,Le Relais Madeleine,11bis Rue Godot de Mauroy 9th arr 75009  ,2
99,Terrass H tel Montmartre by MH,12 14 Rue Joseph De Maistre 18th arr 75018  ,2
100,Millennium Hotel Paris Opera,12 Boulevard Haussmann 9th arr 75009  ,2
101,Waldorf Madeleine,12 boulevard Malesherbes 8th arr 75008  ,2
102,Batty Langley s,12 Folgate Street City of   E1 6BX ,1
103,Best Western Mornington Hotel Hyde Park,12 Lancaster Gate Lancaster Gate Westminster Borough  W2 3LG ,1
104,Arbor City,12 Osborn Street Aldgate East Tower Hamlets  E1 6TE ,1
105,Hotel La Lanterne,12 rue de la Montagne Sainte Genevi ve 5th arr 75005  ,2
106,H tel Square Louvois,12 Rue de Louvois 2nd arr 75002  ,2
107,Hotel Marignan Champs Elys es,12 rue de Marignan 8th arr 75008  ,2
108,Le Grey Hotel,12 rue de Parme 9th arr 75009  ,2
109,Le Pavillon des Lettres,12 rue des Saussaies 8th arr 75008  ,2
110,H tel San R gis,12 Rue Jean Goujon 8th arr 75008  ,2
111,Garden Elys e,12 rue Saint Didier 16th arr 75016  ,2
112,Hotel Louvre Montana,12 rue Saint Roch 1st arr 75001  ,2
113,Ambassadors Bloomsbury,12 Upper Woburn Place Camden  WC1H 0HX ,1
114,Le 123 S bastopol Astotel,123 boulevard S bastopol 2nd arr 75002  ,2
115,Le 123 Elysees Astotel,123 Rue Du Faubourg Saint Honor 8th arr 75008  ,2
116,The Bryson Hotel,124 Clerkenwell Rd Camden  EC1R 5DJ ,1
117,Best Western Mercedes Arc de Triomphe,128 avenue de Wagram 17th arr 75017  ,2
118,London Marriott Hotel Regents Park,128 King Henry s Road Camden  NW3 3ST ,1
119,Hilton London Hyde Park,129 Bayswater Road  W2 4RJ ,1
120,Staunton Hotel B B,13 15 Gower Street Camden  WC1E 6HE ,1
121,1K Hotel,13 Boulevard Du Temple 3rd arr 75003  ,2
122,H tel Westminster,13 Rue De La Paix 2nd arr 75002  ,2
123,L H tel,13 rue des Beaux Arts 6th arr 75006  ,2
124,Mercure Paris Porte d Orleans,13 Rue Fran ois Ory 92120  ,2
125,Maxim Op ra,13 rue Geoffroy Marie 9th arr 75009  ,2
126,Le Marceau Bastille,13 Rue Jules Cesar 12th arr 75012  ,2
127,Hotel Odeon Saint Germain,13 rue Saint Sulpice 6th arr 75006  ,2
128,Mercure London Bloomsbury Hotel,130 134 Southampton Row Camden  WC1B 5AF ,1
129,The Chamberlain,130 135 Minories City of   EC3N 1NU ,1
130,Radisson Blu Edwardian Grafton,130 Tottenham Court Road Camden  W1T 5AY ,1
131,La Villa Haussmann,132 Boulevard Haussmann 8th arr 75008  ,2
132,London Marriott Hotel Marble Arch,134 George Street Westminster Borough  W1H 5DN ,1
133,Saint Georges Hotel,14 15 Langham Place Westminster Borough  W1B 2QS ,1
134,Park Grand London Lancaster Gate,14 16 Craven Hill Lancaster Gate Westminster Borough  W2 3DU ,1
135,The Henrietta Hotel,14 Henrietta Street Westminster Borough  WC2E 8QH ,1
136,Sofitel Paris Arc De Triomphe,14 Rue Beaujon 8th arr 75008  ,2
137,Hotel Mercure La Sorbonne Saint Germain des Pr s,14 Rue de la Sorbonne 5th arr 75005  ,2
138,La Tremoille Paris,14 rue de la Tremoille 8th arr 75008  ,2
139,Hotel Op ra Richepanse,14 Rue du Chevalier de Saint George 1st arr 75001  ,2
140,H tel Duc De St Simon,14 Rue St Simon 7th arr 75007  ,2
141,Hotel Le Six,14 Rue Stanislas 6th arr 75006  ,2
142,The Bailey s Hotel London,140 Gloucester Road Kensington and Chelsea  SW7 4QH ,1
143,London Marriott Hotel Park Lane,140 Park Lane Westminster Borough  W1K 7AA ,1
144,Best Western Premier Louvre Saint Honor ,141 rue St Honor 1st arr 75001  ,2
145,Hotel Indigo London Tower Hill,142 Minories City of   EC3N 1LS ,1
146,Windermere Hotel,142 To 144 Warwick Way Victoria Westminster Borough  SW1V 4JE ,1
147,La Villa Maillot,143 Avenue De Malakoff 16th arr 75016  ,2
148,H tel Madison by MH,143 Boulevard Saint Germain 6th arr 75006  ,2
149,Mercure London Paddington Hotel,144 Praed St Paddington Westminster Borough  W2 1HU ,1
150,Hilton London Paddington,146 Praed Street Westminster Borough  W2 1EE ,1
151,London Marriott Hotel Kensington,147 Cromwell Road Kensington and Chelsea  SW5 0TH ,1
152,Kensington House Hotel,15 16 Prince Of Wales Terrace Kensington and Chelsea  W8 5PQ ,1
153,Charlotte Street Hotel,15 17 Charlotte Street Hotel Westminster Borough  W1T 1RJ ,1
154,The Goring,15 Beeston Place Westminster Borough  SW1W 0JW ,1
155,Novotel Paris 14 Porte d Orl ans,15 Boulevard Romain Rolland 14th arr 75014  ,2
156,The Pelham Starhotels Collezione,15 Cromwell Place Kensington and Chelsea  SW7 2LA ,1
157,The Montague On The Gardens,15 Montague St Bloomsbury Camden  WC1B 5BJ ,1
158,Ritz Paris,15 Place Vend me 1st arr 75001  ,2
159,Hotel Les Rives de Notre Dame,15 Quai Saint Michel 5th arr 75005  ,2
160,Sofitel Paris Le Faubourg,15 Rue Boissy d Anglas 8th arr 75008  ,2
161,Bassano,15 Rue de Bassano 16th arr 75016  ,2
162,Best Western Premier Le Swann,15 rue de Constantinople 8th arr 75008  ,2
163,H tel des Academies et des Arts,15 Rue De La Grande Chaumi re 6th arr 75006  ,2
164,Hotel Lumen Paris Louvre,15 Rue Des Pyramides 1st arr 75001  ,2
165,Le Marquis Eiffel,15 Rue Dupleix 15th arr 75015  ,2
166,COQ Hotel Paris,15 rue Edouard Manet 13th arr 75013  ,2
167,Mill sime H tel,15 Rue Jacob 6th arr 75006  ,2
168,The Leonard Hotel,15 Seymour Street Westminster Borough  W1H 7JW ,1
169,DoubleTree by Hilton London Hyde Park,150 Bayswater Road Kensington and Chelsea  W2 4RT ,1
170,The Ritz London,150 Piccadilly Westminster Borough  W1J 9BR ,1
171,M by Montcalm Shoreditch London Tech City,151 157 City Road Shoreditch Islington  EC1V 1JS ,1
172,Legend Saint Germain by Elegancia,151 bis Rue de Rennes 6th arr 75006  ,2
173,Clayton Crown Hotel London,152 Cricklewood Broadway Cricklewood  NW2 3ED ,1
174,Au Manoir Saint Germain,153 Boulevard Saint Germain 6th arr 75006  ,2
175,St Paul s Hotel,153 Hammersmith Road Hammersmith and Fulham  W14 0QL ,1
176,Best Western S vres Montparnasse,153 Rue De Vaugirard 15th arr 75015  ,2
177,Hotel Indigo London Paddington,16  Street Paddington Westminster Borough  W2 1HL ,1
178,The Bloomsbury Hotel,16 22 Great Russell Street Camden  WC1B 3NN ,1
179,Nolinski Paris,16 Avenue de l Opera 1st arr 75001  ,2
180,Le Tourville Eiffel,16 avenue de Tourville 7th arr 75007  ,2
181,Paris Marriott Opera Ambassador Hotel,16 boulevard Haussmann 9th arr 75009  ,2
182,Idol Hotel,16 rue d Edimbourg 8th arr 75008  ,2
183,H tel California Champs Elys es,16 rue de Berri 8th arr 75008  ,2
184,Hotel de Seze,16 rue de S ze 9th arr 75009  ,2
185,Number Sixteen,16 Sumner Place Kensington and Chelsea  SW7 3EG ,1
186,Hotel Xenia Autograph Collection,160 Cromwell Road Kensington Kensington and Chelsea  SW5 0TL ,1
187,H tel Hor,160 Rue La Fayette 10th arr 75010  ,2
188,Britannia International Hotel Canary Wharf,163 Marsh Wall Docklands Tower Hamlets  E14 9SJ ,1
189,Best Western Op ra Batignolles,165 rue de Rome 17th arr 75017  ,2
190,H tel de Banville,166 Boulevard Berthier 17th arr 75017  ,2
191,Villa Eugenie,167 rue de Rome 17th arr 75017  ,2
192,Hilton London Euston,17 18 Upper Woburn Place Camden  WC1H 0HT ,1
193,Egerton House,17 19 Egerton Terrace Knightsbridge Kensington and Chelsea  SW3 2BX ,1
194,Millennium Hotel London Knightsbridge,17 25 Sloane Street Knightsbridge Kensington and Chelsea  SW1X 9NU ,1
195,H tel Raphael,17 Avenue Kl ber 16th arr 75016  ,2
196,Le 7 Eiffel Hotel,17 bis rue Am lie 7th arr 75007  ,2
197,Paris Marriott Rive Gauche Hotel,17 Boulevard Saint Jacques 14th arr 75014  ,2
198,Hotel La Place,17 Nottingham Place Westminster Borough  W1U 5LG ,1
199,Hotel Le Pera,17 Rue de Caumartin 9th arr 75009  ,2
200,H tel Bedford,17 rue de l Arcade 8th arr 75008  ,2
201,Drawing Hotel,17 rue de Richelieu 1st arr 75001  ,2
202,Novotel Paris Centre Gare Montparnasse,17 Rue Du Cotentin 15th arr 75015  ,2
203,D clic Hotel,17 rue Duhesme 18th arr 75018  ,2
204,Villa d Estr es,17 rue g t le coeur 6th arr 75006  ,2
205,Bulgari Hotel London,171 Knightsbridge Westminster Borough  SW7 1DW ,1
206,Novotel London Greenwich,173 185 Greenwich High Rd Greenwich  SE10 8JA ,1
207,Park Avenue Baker Street,173 Gloucester Place Westminster Borough  NW1 6DX ,1
208,Hotel Plaza Elys es,177 Boulevard Haussmann 8th arr 75008  ,2
